date,airline,flights_scheduled,cancelled_flights,weather_condition,weekday,month,holiday_season,high_demand_month,extreme_weather_day,delayed_flights,average_flight_duration,airport_traffic,maintenance_day
2008-05-06,Airline E,200,4,clear,1,5,0,0,0,17,1.6835432133101174,2607,0
2008-05-07,Airline E,263,11,clear,2,5,0,0,1,45,2.7687120862196757,3626,0
2008-05-08,Airline E,170,14,snow,3,5,0,0,0,11,1.3055968289439646,1456,0
2008-05-09,Airline E,205,1,clear,4,5,0,0,1,14,4.531985493250504,3660,0
2008-05-10,Airline E,287,11,storm,5,5,0,0,1,41,1.070150823709204,3493,0
2008-05-11,Airline E,222,9,clear,6,5,0,0,0,9,4.019065426988371,2208,0
2008-05-12,Airline E,277,7,clear,0,5,0,0,0,20,3.508212097201166,3245,0
2008-05-13,Airline E,245,10,fog,1,5,0,0,0,1,1.8438773720649904,1827,0
2008-05-14,Airline E,279,11,clear,2,5,0,0,1,18,4.753176580741746,1095,0
2008-05-15,Airline E,73,16,fog,3,5,0,0,1,15,3.2502531724412203,1644,0
2008-05-16,Airline E,68,6,rain,4,5,0,0,0,37,4.404042093903259,2711,0
2008-05-17,Airline E,124,14,fog,5,5,1,0,0,49,2.0721392407172328,2004,0
2008-05-18,Airline E,89,18,rain,6,5,0,0,0,46,2.8487401766656593,3809,0
2008-05-19,Airline E,95,1,snow,0,5,0,0,0,34,3.4251117364856145,1152,0
2008-05-20,Airline E,89,5,storm,1,5,1,0,1,34,3.830067633830533,4968,0
2008-05-21,Airline E,111,1,snow,2,5,0,0,0,4,1.7403559324383906,4366,0
2008-05-22,Airline E,287,13,snow,3,5,0,0,1,44,4.820398574931675,1210,0
2008-05-23,Airline E,296,7,snow,4,5,1,0,0,5,3.7791121183499166,3832,0
2008-05-24,Airline E,280,15,rain,5,5,0,0,1,38,4.79721760250219,2168,0
2008-05-25,Airline E,294,18,clear,6,5,0,0,1,13,1.782543277710137,1383,0
2008-05-26,Airline E,67,17,fog,0,5,0,0,0,27,3.0989286700615124,1123,0
2008-05-27,Airline E,189,12,snow,1,5,1,0,0,8,3.4461111975565415,4634,0
2008-05-28,Airline E,191,5,snow,2,5,1,0,0,29,1.287164095164874,2716,0
2008-05-29,Airline E,288,3,clear,3,5,1,0,0,37,2.452607839463704,3122,0
2008-05-30,Airline E,131,9,snow,4,5,0,0,1,22,4.918782658495044,3204,0
2008-05-31,Airline E,238,14,rain,5,5,1,0,0,3,3.7839981836501337,4303,0
2008-06-01,Airline E,157,11,rain,6,6,0,1,0,34,2.037226039807404,3756,0
2008-06-02,Airline E,283,19,clear,0,6,0,1,1,41,1.8994363022242373,1580,0
2008-06-03,Airline E,61,11,rain,1,6,1,1,1,24,1.7144934803317136,2737,0
2008-06-04,Airline E,153,6,snow,2,6,1,1,0,34,1.2278920224968433,1471,0
2008-06-05,Airline E,204,5,snow,3,6,0,1,0,33,1.3588739312660452,4935,0
2008-06-06,Airline E,183,4,storm,4,6,0,1,0,2,3.032619284641216,1209,0
2008-06-07,Airline E,137,18,storm,5,6,0,1,0,38,2.2410021087068563,3969,0
2008-06-08,Airline E,164,13,clear,6,6,0,1,0,22,3.8938723365618366,2435,0
2008-06-09,Airline E,82,0,snow,0,6,0,1,1,8,4.204695314528854,4389,0
2008-06-10,Airline E,286,10,snow,1,6,0,1,0,23,2.8009460133969664,4949,0
2008-06-11,Airline E,167,3,fog,2,6,0,1,1,20,3.8440937857603754,2523,0
2008-06-12,Airline E,129,13,rain,3,6,0,1,0,24,1.4845330217447215,1229,0
2008-06-13,Airline E,227,17,clear,4,6,0,1,0,21,1.7891425709769506,3318,0
2008-06-14,Airline E,61,5,clear,5,6,0,1,0,6,3.0196850906424157,1938,1
2008-06-15,Airline E,144,4,rain,6,6,0,1,1,27,2.5060704961531717,2888,0
2008-06-16,Airline E,234,16,fog,0,6,1,1,0,6,4.897718218549728,4434,0
2008-06-17,Airline E,278,6,storm,1,6,0,1,0,34,3.7513671885089166,4910,0
2008-06-18,Airline E,102,10,fog,2,6,0,1,0,17,3.9856371135453346,2054,0
2008-06-19,Airline E,62,13,storm,3,6,0,1,0,24,2.9773257094644654,4295,0
2008-06-20,Airline E,171,1,storm,4,6,0,1,0,29,4.3337542496228085,3702,0
2008-06-21,Airline E,249,16,fog,5,6,0,1,0,8,1.7406577569837736,2785,0
2008-06-22,Airline E,151,1,clear,6,6,0,1,1,49,2.50211139413605,4035,0
2008-06-23,Airline E,180,14,snow,0,6,1,1,0,5,3.5837462096933064,2980,0
2008-06-24,Airline E,298,6,clear,1,6,0,1,0,19,3.002336291721031,2085,0
2008-06-25,Airline E,241,2,snow,2,6,0,1,1,17,3.6013000083447015,4478,0
2008-06-26,Airline E,299,5,clear,3,6,0,1,0,28,1.8168018822938259,2587,0
2008-06-27,Airline E,261,8,fog,4,6,0,1,1,0,1.0484782729119106,2307,0
2008-06-28,Airline E,107,9,fog,5,6,0,1,1,37,3.7038778931877476,4314,0
2008-06-29,Airline E,53,7,fog,6,6,0,1,1,42,3.322421216804951,2243,0
2008-06-30,Airline E,285,6,snow,0,6,0,1,0,40,3.816083002798761,4996,0
2008-07-01,Airline E,222,0,clear,1,7,0,1,1,25,3.5526702521087876,1967,0
2008-07-02,Airline E,115,9,storm,2,7,0,1,0,8,3.5883427956224594,3480,0
2008-07-03,Airline E,164,17,clear,3,7,0,1,0,3,3.9908825339372327,4503,0
2008-07-04,Airline E,85,15,clear,4,7,1,1,1,34,1.3025666358736219,4900,0
2008-07-05,Airline E,72,3,rain,5,7,0,1,1,32,3.0161363164993977,1256,0
2008-07-06,Airline E,286,8,clear,6,7,0,1,0,16,4.340013720827656,3500,0
2008-07-07,Airline E,68,17,storm,0,7,1,1,0,1,4.323032551369932,2207,0
2008-07-08,Airline E,89,10,clear,1,7,0,1,0,43,1.933432938878744,4713,0
2008-07-09,Airline E,121,11,rain,2,7,0,1,1,9,2.452891251118572,3162,0
2008-07-10,Airline E,193,7,rain,3,7,0,1,0,39,4.72396107447997,2094,0
2008-07-11,Airline E,107,0,storm,4,7,0,1,0,46,4.159003582421926,3675,0
2008-07-12,Airline E,156,7,clear,5,7,0,1,0,22,1.1570855201913979,4110,0
2008-07-13,Airline E,67,4,fog,6,7,0,1,0,4,1.8632350236069226,4700,0
2008-07-14,Airline E,85,0,fog,0,7,0,1,0,17,3.3642659690386694,4925,0
2008-07-15,Airline E,201,2,rain,1,7,0,1,0,2,2.871133546827196,3122,0
2008-07-16,Airline E,178,12,storm,2,7,0,1,1,21,1.7382309791781676,4920,0
2008-07-17,Airline E,50,15,fog,3,7,0,1,0,19,2.383705637198955,2983,0
2008-07-18,Airline E,113,11,rain,4,7,0,1,0,0,1.340332549420605,1662,0
2008-07-19,Airline E,111,6,rain,5,7,0,1,0,32,2.61519393043987,2722,0
2008-07-20,Airline E,159,7,clear,6,7,0,1,0,32,3.735230830793998,1092,1
2008-07-21,Airline E,213,10,storm,0,7,0,1,0,15,2.437734836809206,4180,0
2008-07-22,Airline E,124,12,fog,1,7,0,1,1,2,1.883654096175829,4578,0
2008-07-23,Airline E,195,10,clear,2,7,0,1,0,10,3.0684946911506765,1737,0
2008-07-24,Airline E,65,3,snow,3,7,0,1,0,10,3.8075971262682025,1185,0
2008-07-25,Airline E,66,5,storm,4,7,0,1,0,45,4.85100159328241,3105,0
2008-07-26,Airline E,73,18,rain,5,7,0,1,1,13,2.4285914925239647,4764,0
2008-07-27,Airline E,147,7,clear,6,7,0,1,0,2,2.1511815237732157,2854,0
2008-07-28,Airline E,245,5,fog,0,7,0,1,0,47,2.557954482570224,1671,0
2008-07-29,Airline E,276,16,rain,1,7,0,1,0,45,4.811482510892395,4319,0
2008-07-30,Airline E,256,17,rain,2,7,0,1,1,47,2.449392617137881,2361,0
2008-07-31,Airline E,179,2,fog,3,7,0,1,1,19,3.8716970856127353,4818,0
2008-08-01,Airline E,297,11,snow,4,8,0,0,1,36,4.260806626501212,4416,0
2008-08-02,Airline E,292,14,storm,5,8,0,0,0,19,2.1799262264797914,4949,0
2008-08-03,Airline E,272,6,storm,6,8,1,0,0,43,2.1769284902963326,4296,0
2008-08-04,Airline E,250,12,rain,0,8,0,0,1,10,1.4973904017295623,1622,0
2008-08-05,Airline E,187,9,clear,1,8,0,0,0,30,2.2176629706242585,1198,0
2008-08-06,Airline E,230,18,snow,2,8,0,0,0,0,2.126212500864068,1596,0
2008-08-07,Airline E,266,8,snow,3,8,0,0,1,5,2.9610786331284222,3690,0
2008-08-08,Airline E,228,11,rain,4,8,1,0,0,42,4.143336380563846,1871,0
2008-08-09,Airline E,246,10,clear,5,8,0,0,0,35,2.30516252765799,3798,0
2008-08-10,Airline E,63,7,fog,6,8,0,0,0,43,4.959362362077412,1601,0
2008-08-11,Airline E,283,8,fog,0,8,0,0,1,15,2.6407171566750867,2779,0
2008-08-12,Airline E,161,3,rain,1,8,0,0,0,6,2.91576583342985,3686,0
2008-08-13,Airline E,279,19,clear,2,8,1,0,0,45,4.357578165720101,2931,0
2008-08-14,Airline E,298,4,snow,3,8,0,0,1,1,4.08116035594345,1775,0
2008-08-15,Airline E,281,6,snow,4,8,0,0,0,6,4.2653808396595005,2080,0
2008-08-16,Airline E,115,8,snow,5,8,0,0,0,39,4.995097993341487,2725,0
2008-08-17,Airline E,131,3,storm,6,8,0,0,0,37,4.473756955191023,2232,0
2008-08-18,Airline E,142,11,snow,0,8,0,0,0,4,1.458714074825647,3603,0
2008-08-19,Airline E,230,11,fog,1,8,1,0,1,42,4.401948919231916,4031,0
2008-08-20,Airline E,294,5,clear,2,8,0,0,0,2,2.4679781324132,2864,0
2008-08-21,Airline E,294,12,snow,3,8,0,0,0,21,3.532295108034899,3179,0
2008-08-22,Airline E,261,8,rain,4,8,0,0,0,8,2.2569541782820837,2133,0
2008-08-23,Airline E,241,8,rain,5,8,0,0,0,4,3.5710051470278383,2487,0
2008-08-24,Airline E,121,2,fog,6,8,0,0,1,37,1.449701235322801,1915,0
2008-08-25,Airline E,150,12,snow,0,8,0,0,0,31,4.728135387963995,2285,0
2008-08-26,Airline E,98,5,fog,1,8,0,0,0,42,2.1433261373744683,1740,0
2008-08-27,Airline E,289,17,fog,2,8,0,0,1,13,1.4606949592702505,1473,0
2008-08-28,Airline E,139,13,fog,3,8,0,0,0,26,4.257577939094097,4732,0
2008-08-29,Airline E,239,1,storm,4,8,0,0,0,8,4.068390491025523,3279,0
2008-08-30,Airline E,86,5,snow,5,8,0,0,1,18,3.4517185380471913,3716,0
2008-08-31,Airline E,226,19,rain,6,8,0,0,1,26,3.7634726376144636,3168,0
2008-09-01,Airline E,245,6,storm,0,9,0,0,0,8,4.365116988912195,2982,0
2008-09-02,Airline E,210,7,fog,1,9,1,0,1,41,2.7095896845563066,4825,0
2008-09-03,Airline E,199,9,rain,2,9,0,0,0,45,3.006812581848159,3561,0
2008-09-04,Airline E,119,12,fog,3,9,0,0,0,32,1.3440396067037375,2889,0
2008-09-05,Airline E,82,0,storm,4,9,0,0,1,40,4.958007280180562,1151,0
2008-09-06,Airline E,77,4,clear,5,9,0,0,0,37,3.342482811835895,4027,0
2008-09-07,Airline E,137,1,fog,6,9,0,0,0,43,1.2004259801954031,1848,0
2008-09-08,Airline E,53,3,fog,0,9,0,0,0,23,1.0858751516698861,3256,0
2008-09-09,Airline E,115,11,rain,1,9,0,0,0,8,3.326932479615588,1252,0
2008-09-10,Airline E,126,4,rain,2,9,0,0,1,14,3.1423305304798586,3307,0
2008-09-11,Airline E,159,14,fog,3,9,0,0,0,19,2.826930310976545,1293,0
2008-09-12,Airline E,98,9,snow,4,9,0,0,1,47,4.235126893912165,3396,1
2008-09-13,Airline E,177,16,rain,5,9,0,0,0,17,1.3714426331323524,3202,0
2008-09-14,Airline E,188,13,clear,6,9,0,0,1,4,2.2050871134841814,1402,0
2008-09-15,Airline E,84,6,clear,0,9,0,0,0,12,3.282988315292983,1980,0
2008-09-16,Airline E,216,1,fog,1,9,1,0,1,13,2.853647895642731,1801,1
2008-09-17,Airline E,187,2,rain,2,9,0,0,1,24,2.020411120095707,2548,0
2008-09-18,Airline E,284,3,clear,3,9,0,0,0,26,4.294988454241503,4768,0
2008-09-19,Airline E,123,15,storm,4,9,0,0,1,13,3.5231678868314393,3948,0
2008-09-20,Airline E,249,15,clear,5,9,0,0,0,32,4.041302928158247,3609,0
2008-09-21,Airline E,118,2,rain,6,9,0,0,0,45,3.0697242453723823,3245,0
2008-09-22,Airline E,200,16,fog,0,9,0,0,1,48,4.237776397752833,2311,0
2008-09-23,Airline E,83,16,clear,1,9,0,0,1,32,1.702453668987478,3780,0
2008-09-24,Airline E,173,19,fog,2,9,0,0,0,4,3.319882428533581,1745,0
2008-09-25,Airline E,160,6,storm,3,9,0,0,1,35,2.3345960588094363,3122,0
2008-09-26,Airline E,81,7,clear,4,9,0,0,0,33,2.860681572223721,4382,0
2008-09-27,Airline E,65,18,fog,5,9,0,0,1,48,4.505166855240086,4744,0
2008-09-28,Airline E,117,6,clear,6,9,0,0,1,19,4.905221829878403,3586,0
2008-09-29,Airline E,103,0,clear,0,9,0,0,0,16,1.8281847775135942,2030,0
2008-09-30,Airline E,173,15,rain,1,9,0,0,0,15,4.929753351721564,4642,0
2008-10-01,Airline E,205,17,rain,2,10,0,0,0,31,3.8726601536944174,4798,0
2008-10-02,Airline E,161,7,snow,3,10,0,0,0,31,1.4365186220188981,1699,0
2008-10-03,Airline E,285,6,rain,4,10,0,0,0,5,3.256327960585826,2368,0
2008-10-04,Airline E,109,9,rain,5,10,1,0,0,37,4.000111449758544,3822,0
2008-10-05,Airline E,127,1,snow,6,10,0,0,1,18,3.3213991877504134,1888,0
2008-10-06,Airline E,125,14,snow,0,10,0,0,1,13,2.349903872992762,1219,0
2008-10-07,Airline E,109,13,clear,1,10,0,0,0,35,2.251407131902599,3684,0
2008-10-08,Airline E,134,1,clear,2,10,0,0,0,17,1.8450911647621542,2895,0
2008-10-09,Airline E,161,6,clear,3,10,0,0,1,8,3.4044744724861373,1853,0
2008-10-10,Airline E,129,11,rain,4,10,0,0,0,45,1.7323042312182149,4984,0
2008-10-11,Airline E,167,4,fog,5,10,0,0,0,29,3.949283455820745,4564,0
2008-10-12,Airline E,221,5,fog,6,10,1,0,0,48,3.811535656854631,2953,0
2008-10-13,Airline E,51,15,rain,0,10,0,0,0,14,2.5597217618076478,4669,0
2008-10-14,Airline E,72,11,storm,1,10,1,0,1,20,4.26843990527478,4263,0
2008-10-15,Airline E,297,8,clear,2,10,0,0,0,18,3.9308420644480306,4763,0
2008-10-16,Airline E,270,19,rain,3,10,0,0,0,32,2.6912206915759316,3825,0
2008-10-17,Airline E,95,11,storm,4,10,0,0,1,47,3.9478190041478403,1961,0
2008-10-18,Airline E,284,9,clear,5,10,0,0,1,44,4.308190199138004,2611,0
2008-10-19,Airline E,122,16,snow,6,10,1,0,0,18,1.1079768626390818,1965,0
2008-10-20,Airline E,103,10,rain,0,10,0,0,1,5,3.923653532912742,3193,0
2008-10-21,Airline E,120,17,storm,1,10,0,0,1,3,2.1685171126118212,4517,0
2008-10-22,Airline E,270,3,fog,2,10,0,0,1,9,1.977744932926813,1643,0
2008-10-23,Airline E,285,2,rain,3,10,0,0,0,6,3.917244795778909,1041,0
2008-10-24,Airline E,174,18,fog,4,10,1,0,0,1,4.342515102276966,1485,0
2008-10-25,Airline E,130,5,storm,5,10,0,0,0,1,1.490488324971599,3518,0
2008-10-26,Airline E,58,7,rain,6,10,0,0,0,11,1.8988978618158456,2704,0
2008-10-27,Airline E,119,6,rain,0,10,1,0,0,22,1.7564483531526083,2553,0
2008-10-28,Airline E,221,14,rain,1,10,0,0,1,23,3.0881789292090414,4873,0
2008-10-29,Airline E,133,11,rain,2,10,0,0,1,28,3.461952551000273,3253,0
2008-10-30,Airline E,123,14,snow,3,10,0,0,0,24,2.4480599112074874,2204,0
2008-10-31,Airline E,122,8,rain,4,10,0,0,0,22,2.717971415821573,2457,0
2008-11-01,Airline E,61,1,storm,5,11,1,1,0,36,1.316464125699473,3066,1
2008-11-02,Airline E,274,19,storm,6,11,0,1,1,39,1.654206766792981,2459,0
2008-11-03,Airline E,81,14,snow,0,11,1,1,0,2,2.617477288065748,1511,0
2008-11-04,Airline E,211,17,rain,1,11,0,1,0,21,4.82642086417458,2919,0
2008-11-05,Airline E,132,12,rain,2,11,0,1,1,46,3.529972907076232,1489,0
2008-11-06,Airline E,82,15,clear,3,11,0,1,1,8,3.9426045940638725,2348,0
2008-11-07,Airline E,113,14,clear,4,11,0,1,0,45,3.153029055376231,1707,0
2008-11-08,Airline E,97,10,fog,5,11,1,1,0,18,2.8181337095987513,3446,0
2008-11-09,Airline E,65,2,snow,6,11,0,1,1,22,1.678009517268777,1232,0
2008-11-10,Airline E,227,9,clear,0,11,1,1,1,14,2.6723160193572473,3775,0
2008-11-11,Airline E,163,16,storm,1,11,0,1,0,11,1.856629482352516,2997,0
2008-11-12,Airline E,200,7,storm,2,11,1,1,1,36,3.8110574817648413,1488,0
2008-11-13,Airline E,75,4,storm,3,11,0,1,0,12,2.515956203882489,2249,0
2008-11-14,Airline E,286,7,snow,4,11,1,1,1,8,2.0241844355335603,4172,0
2008-11-15,Airline E,103,14,storm,5,11,0,1,0,11,1.0696185657831525,3920,0
2008-11-16,Airline E,221,10,clear,6,11,0,1,1,4,4.993428060698234,2693,0
2008-11-17,Airline E,282,8,clear,0,11,1,1,1,18,1.4027360129131665,2473,0
2008-11-18,Airline E,86,1,fog,1,11,0,1,1,49,1.7598563133768321,3506,0
2008-11-19,Airline E,58,6,fog,2,11,0,1,0,11,2.077648209946694,4126,0
2008-11-20,Airline E,271,15,snow,3,11,0,1,0,28,4.037313499585372,3635,0
2008-11-21,Airline E,62,6,fog,4,11,0,1,1,36,4.982356759803027,3401,0
2008-11-22,Airline E,289,3,snow,5,11,0,1,0,49,1.1811926624615872,4641,0
2008-11-23,Airline E,109,4,rain,6,11,0,1,1,47,3.623584867173147,3425,0
2008-11-24,Airline E,155,13,fog,0,11,0,1,1,46,2.6245747411115605,3054,0
2008-11-25,Airline E,175,6,snow,1,11,1,1,1,32,4.877884701072993,1386,0
2008-11-26,Airline E,129,12,clear,2,11,0,1,0,5,4.784092657598469,2905,0
2008-11-27,Airline E,287,17,fog,3,11,1,1,0,49,3.23858062110126,4459,0
2008-11-28,Airline E,177,9,fog,4,11,0,1,1,48,3.851991575668691,3643,0
2008-11-29,Airline E,298,1,snow,5,11,0,1,1,45,1.6376484445065427,3801,0
2008-11-30,Airline E,179,12,rain,6,11,0,1,0,14,2.695992621258642,2013,0
2008-12-01,Airline E,272,1,fog,0,12,0,1,1,33,4.804687817346416,1868,0
2008-12-02,Airline E,109,14,snow,1,12,0,1,0,20,4.3849130805874585,4821,0
2008-12-03,Airline E,234,4,rain,2,12,0,1,0,28,1.2925011083848594,3542,0
2008-12-04,Airline E,164,10,snow,3,12,1,1,0,37,3.8111785719459905,4152,0
2008-12-05,Airline E,92,5,rain,4,12,0,1,0,2,4.285597237734674,3679,0
2008-12-06,Airline E,196,18,storm,5,12,0,1,1,31,2.6219497915427183,4745,0
2008-12-07,Airline E,173,14,fog,6,12,0,1,0,1,2.875066482429601,3549,0
2008-12-08,Airline E,188,3,storm,0,12,0,1,1,7,1.5750970043713477,3650,0
2008-12-09,Airline E,255,6,snow,1,12,0,1,1,47,1.3808888750879862,2152,0
2008-12-10,Airline E,96,16,storm,2,12,0,1,1,26,4.771269663070013,3443,0
2008-12-11,Airline E,266,9,rain,3,12,0,1,1,3,3.5316107253713804,2370,0
2008-12-12,Airline E,112,16,clear,4,12,1,1,1,37,4.812361714804483,3476,0
2008-12-13,Airline E,184,10,storm,5,12,0,1,0,12,2.807530721942517,1751,0
2008-12-14,Airline E,256,15,snow,6,12,0,1,0,36,1.5061506396819877,3656,0
2008-12-15,Airline E,143,6,fog,0,12,0,1,0,24,3.4618679281635822,2010,0
2008-12-16,Airline E,172,7,storm,1,12,0,1,0,0,2.498167861719306,1479,0
2008-12-17,Airline E,80,15,storm,2,12,1,1,0,20,2.1707675992787845,3540,0
2008-12-18,Airline E,265,15,clear,3,12,0,1,0,8,4.498373673174019,2893,0
2008-12-19,Airline E,104,3,snow,4,12,1,1,1,8,3.394181814897361,4829,0
2008-12-20,Airline E,202,6,storm,5,12,0,1,0,40,1.8350916542652307,1176,0
2008-12-21,Airline E,249,16,fog,6,12,0,1,0,42,2.5242687347417427,2761,0
2008-12-22,Airline E,79,2,rain,0,12,0,1,0,45,3.2612560822608527,2287,0
2008-12-23,Airline E,85,16,fog,1,12,0,1,1,19,2.6333030428304824,3270,0
2008-12-24,Airline E,99,10,storm,2,12,0,1,0,28,3.936766345275485,1755,0
2008-12-25,Airline E,191,7,storm,3,12,0,1,1,1,2.6074094401114714,4294,0
2008-12-26,Airline E,78,18,clear,4,12,0,1,0,3,4.960411506069516,2947,0
2008-12-27,Airline E,204,6,snow,5,12,0,1,0,27,4.976074464837573,1696,0
2008-12-28,Airline E,166,17,clear,6,12,1,1,0,14,4.4775339757704185,3473,0
2008-12-29,Airline E,227,14,fog,0,12,0,1,1,19,4.408153010269102,2834,0
2008-12-30,Airline E,85,18,snow,1,12,0,1,0,21,4.390419510804732,4288,0
2008-12-31,Airline E,211,2,clear,2,12,0,1,0,39,1.3481970141879365,4929,0
2009-01-01,Airline E,70,15,storm,3,1,0,0,0,2,4.816551423170078,4162,0
2009-01-02,Airline E,87,14,snow,4,1,1,0,1,20,1.3944613227069644,4097,0
2009-01-03,Airline E,124,4,rain,5,1,0,0,0,2,3.2733548631407485,2910,0
2009-01-04,Airline E,274,13,rain,6,1,0,0,1,9,3.7053489116757197,2940,0
2009-01-05,Airline E,256,1,fog,0,1,0,0,0,21,1.949157053285992,1821,0
2009-01-06,Airline E,253,3,clear,1,1,0,0,0,42,2.1910358265813814,2807,0
2009-01-07,Airline E,265,19,fog,2,1,0,0,0,48,3.8077562419100066,1851,0
2009-01-08,Airline E,227,12,rain,3,1,0,0,1,7,1.8163154847728542,1284,0
2009-01-09,Airline E,175,15,storm,4,1,0,0,0,34,3.825809152292026,1230,0
2009-01-10,Airline E,86,11,storm,5,1,0,0,0,8,2.8455184438944046,4510,0
2009-01-11,Airline E,252,4,storm,6,1,0,0,1,6,4.562782069190776,1281,0
2009-01-12,Airline E,169,11,storm,0,1,1,0,1,19,2.831774523016256,3279,0
2009-01-13,Airline E,294,7,storm,1,1,0,0,1,1,4.01271895204761,1094,0
2009-01-14,Airline E,196,4,rain,2,1,0,0,0,35,2.8675792248244365,1744,0
2009-01-15,Airline E,167,2,snow,3,1,0,0,1,9,3.436402581440458,2777,0
2009-01-16,Airline E,50,12,storm,4,1,0,0,0,20,1.4236625317345544,1656,0
2009-01-17,Airline E,258,3,snow,5,1,0,0,1,38,1.288763688698578,4243,0
2009-01-18,Airline E,217,7,storm,6,1,0,0,1,44,4.7737936831513155,1665,0
2009-01-19,Airline E,104,3,fog,0,1,0,0,0,36,4.915636552582461,3538,0
2009-01-20,Airline E,257,6,clear,1,1,0,0,0,45,4.884896650912252,1287,0
2009-01-21,Airline E,203,2,snow,2,1,0,0,1,39,3.97307025037025,1574,0
2009-01-22,Airline E,299,3,clear,3,1,0,0,0,18,3.0322136583764534,1174,0
2009-01-23,Airline E,220,7,rain,4,1,0,0,0,43,1.5685781889582104,1042,0
2009-01-24,Airline E,108,12,fog,5,1,0,0,0,40,1.1254433112148772,1531,0
2009-01-25,Airline E,100,12,storm,6,1,0,0,1,48,4.268914040365322,3085,0
2009-01-26,Airline E,297,8,storm,0,1,0,0,0,49,1.9920368118036968,4342,0
2009-01-27,Airline E,156,19,rain,1,1,1,0,1,8,2.270472761256862,3379,0
2009-01-28,Airline E,192,19,snow,2,1,0,0,0,48,3.7716880972226132,4103,0
2009-01-29,Airline E,57,4,storm,3,1,1,0,0,41,1.9378031943764538,4489,0
2009-01-30,Airline E,143,13,snow,4,1,0,0,0,34,4.924582860324987,2006,0
2009-01-31,Airline E,191,4,storm,5,1,1,0,0,26,1.1563391913695344,1343,0
2009-02-01,Airline E,146,2,snow,6,2,0,0,1,49,1.0695453991695398,3319,0
2009-02-02,Airline E,283,0,clear,0,2,0,0,1,38,4.375673373843567,3072,0
2009-02-03,Airline E,56,9,snow,1,2,0,0,0,42,4.573464853162076,3918,0
2009-02-04,Airline E,67,14,rain,2,2,0,0,0,23,4.95175417570216,1346,0
2009-02-05,Airline E,61,16,storm,3,2,0,0,0,27,1.0195696745592606,4437,0
2009-02-06,Airline E,51,11,fog,4,2,1,0,0,16,2.1706377764013403,1881,0
2009-02-07,Airline E,227,13,snow,5,2,0,0,1,47,3.1862844973469273,1176,0
2009-02-08,Airline E,142,3,fog,6,2,1,0,1,42,4.283685875786489,2941,0
2009-02-09,Airline E,198,10,snow,0,2,0,0,0,46,4.919267854538194,3444,0
2009-02-10,Airline E,56,14,clear,1,2,0,0,0,21,4.8318250286939755,3302,0
2009-02-11,Airline E,293,13,fog,2,2,0,0,0,22,4.088398731321041,2109,0
2009-02-12,Airline E,268,17,rain,3,2,0,0,1,44,3.918237119332321,1422,0
2009-02-13,Airline E,61,8,fog,4,2,0,0,0,13,4.998540942306424,3847,0
2009-02-14,Airline E,133,14,snow,5,2,0,0,0,17,4.888585044679359,1543,0
2009-02-15,Airline E,106,2,rain,6,2,0,0,1,46,2.273981967690443,2588,0
2009-02-16,Airline E,127,19,clear,0,2,1,0,0,28,2.461784255167019,1521,0
2009-02-17,Airline E,123,12,fog,1,2,0,0,0,40,4.677534750012726,2477,0
2009-02-18,Airline E,282,1,rain,2,2,0,0,0,47,1.382547435573084,2180,0
2009-02-19,Airline E,72,14,fog,3,2,0,0,0,33,1.6573576261571126,4061,0
2009-02-20,Airline E,79,13,clear,4,2,0,0,0,44,4.309650641795907,2063,0
2009-02-21,Airline E,160,6,clear,5,2,0,0,1,28,4.518487255348277,3957,0
2009-02-22,Airline E,107,3,clear,6,2,1,0,0,37,3.728185936485382,4219,0
2009-02-23,Airline E,144,3,clear,0,2,0,0,0,17,3.94908933735378,4322,0
2009-02-24,Airline E,101,9,rain,1,2,0,0,1,0,1.716441917623842,1438,0
2009-02-25,Airline E,105,18,rain,2,2,0,0,0,24,1.1096850142400174,1116,0
2009-02-26,Airline E,59,12,clear,3,2,0,0,0,23,3.598590803810906,3150,1
2009-02-27,Airline E,196,5,snow,4,2,0,0,0,44,2.632225360218466,1252,0
2009-02-28,Airline E,196,7,rain,5,2,0,0,0,9,1.7537272123416758,4366,0
2009-03-01,Airline E,157,9,clear,6,3,0,0,0,43,2.634934604886155,3608,0
2009-03-02,Airline E,136,16,rain,0,3,1,0,1,25,2.2669353308743125,2772,0
2009-03-03,Airline E,236,8,fog,1,3,0,0,0,48,4.94132150404634,2293,0
2009-03-04,Airline E,221,13,snow,2,3,0,0,1,33,3.69563539854923,4927,0
2009-03-05,Airline E,282,19,clear,3,3,0,0,1,31,1.7337101292800488,4625,0
2009-03-06,Airline E,236,4,snow,4,3,0,0,0,39,2.8614185375116254,4365,0
2009-03-07,Airline E,273,2,rain,5,3,0,0,0,31,3.687358527614735,4677,0
2009-03-08,Airline E,133,8,rain,6,3,0,0,0,27,4.267513293891541,3801,0
2009-03-09,Airline E,53,11,fog,0,3,0,0,0,33,3.91285414011141,2540,0
2009-03-10,Airline E,146,0,clear,1,3,0,0,1,3,2.046022559391605,2353,0
2009-03-11,Airline E,161,10,clear,2,3,0,0,0,12,3.9677388915323486,1522,0
2009-03-12,Airline E,242,4,storm,3,3,1,0,1,4,3.361132668833798,3260,0
2009-03-13,Airline E,190,18,fog,4,3,0,0,0,47,3.7776847709127757,4913,0
